productAsin,ratingScore,reviewTitle,reviewReaction,reviewDescription,isVerified,category
1647222613,1.0,Don’t waste your money,,This is the worst advent calendar ever. Don’t waste your money. All I ended up with was a bunch of stickers and buttons. Useless. I’d rather just put candy in there.,TRUE,humor_entertainment
1647222613,1.0,Disappointing,,"While you get more than 25 things, it was all cheaply made and pretty much a waste of time. Don't bother purchasing this for any Christmas. Very disappointed.",TRUE,humor_entertainment
1647222613,1.0,Don't do it!,,Extremely disappointing! Not at all worth the money!,TRUE,humor_entertainment
1647222613,1.0,Not worth it....,,Not worth it and SUPER disappointed.,TRUE,humor_entertainment
1647222613,1.0,Waste of money,,Absolute junk - pieces of paper with no function. Way too costly for absolutely nothing. I guess kind of perfect for 2020 then?,TRUE,humor_entertainment
1647222613,1.0,Just Sad,1.0,"I’ve never wrote a review but I just had to for this. I’m a big fan of friends, was very excited about this, even pre-ordered. I’m on day 11 and I’m very disappointed! Other than 1 pin so far it’s all paper items, definitely not worth the price! The book is good quality but was expecting a lot more out of this item. Very sad",TRUE,humor_entertainment
1647222613,1.0,Waste of money,,I literally paid all that money for a mostly gift tags. Waste of money.,TRUE,humor_entertainment
1647222613,1.0,Disappointing and defective.,,Defective. Mine had two #4 and there’s no way to contact the seller other than returning. Disappointed.,TRUE,humor_entertainment
1647222613,1.0,Underwhelming,,"My wife is a huge fan of Friends and every year I get her one or two things Friends relayed. I thought this would be a wonderful little something to add to the season this year. Thus far, about 14 days in, the items each day have been rather disappointing. If you like gift tags and paper Christmas tree ornaments then this is for you. Otherwise I'd look elsewhere. Honestly there has not been a single item to date on this calendar that was remotely enjoyable or interesting, just the same stuff on a different day.",TRUE,humor_entertainment
1647222613,1.0,Waste of money,,Waste of money. All the surprises are bad and get thrown out instantly.,TRUE,humor_entertainment
1647222613,1.0,The One Where I Shouldn’t Have Bought It,,Don’t waste your money! Trust me on this one. JUNK! So disappointing. Mostly paper ornaments. Was a total bust.,TRUE,humor_entertainment
1647222613,1.0,Disappointing,,"I think the packaging is the best part. As others have said, it's mostly paper based little things and it doesn't seem worth the money. I was really excited about this, but it's just not that great.",TRUE,humor_entertainment
1647222613,1.0,Not impressive or worth the money,,"Really disappointed. Not worth it. I got this for my friends loving daughter. There are so many advent calendars out there now and this one is not impressive. Gift tags, stickers, post it notes? Most of the money went into the hardcover outside and not on the individual items.",TRUE,humor_entertainment
1647222613,1.0,Don't waste your money!,,"This was so disappointing!!! Literally a waste of money. It's a bunch of crap that I have zero use for. I wasn't expecting anything extravagant but this is maybe geared for a 7 year old that likes pins, stickers, and paper items. I was at least expecting little trinkets or something. Definitely not worth what they are selling it for.",TRUE,humor_entertainment
1647222613,1.0,Don’t waste your money,,Definitely not as expected. Mainly cheap paper gift tags and ornaments as the “surprises”,TRUE,humor_entertainment
1647222613,1.0,Don’t waste your money,,"This is the biggest waste of money and time. The “surprises” are so underwhelming that it’s become a chore at this point remembering to open a new envelope each day. It’s all paper junk. There are so many better “Friends” branded gifts out there, so save your money and pass on this one. I should have gotten a chocolate advent calendar",TRUE,humor_entertainment
1647222613,1.0,Waste!!,,"Seriously don't waste your money. I've got more gift tags and cheap stickers than I know what to do with. For a first time release, they knew what they were doing with the preorder, hype it up and then disappoint.",TRUE,humor_entertainment
1647222613,1.0,Waste of money,,"Extremely overpriced for what you get. Advent calendar with a bunch of what I would consider to be “junk” inside - a couple push pins, a couple cards with memories of the show. Really??",TRUE,humor_entertainment
1647222613,1.0,Trash,,Dumbest thing I ever did was buy this. Every day has some paper in it. It’s just a bunch of trash. Very disappointed.,TRUE,humor_entertainment
1647222613,1.0,Not worth the money!,,I was so excited to get this for my daughter who is obsessed with Friends but unfortunately it’s full of very cheap paper ornaments and gift tags that are all alike. Not worth the money! Very disappointed!,TRUE,humor_entertainment
1647222613,1.0,Not worth the money,,Nothing of value in this calendar. I had high hopes but it is full of small cardboard tags and paper ornaments. Not worth the money. Total disappointment.,TRUE,humor_entertainment
1647222613,1.0,Waste of money,,I was not expecting much but this was even lower than my expectations,TRUE,humor_entertainment
1647222613,1.0,Clutter and junk,,"It’s not worth the price. We preordered very early, before any reviews were available, and waited months for it to arrive, which only contributed to the excitement to open it. Inside is all paper crap. Gift tags, paper ornaments, post it notes. Huge disappointment for our friends-loving kid.",TRUE,humor_entertainment
1647222613,1.0,Total waste of money!!,,"This product is awful. One star is too generous a rating. I got it for just under $20, but it isn’t even worth $10! The items are all paper/cardboard (cards with quotes, gift tags, pictures, ornaments) and a couple of pins. Was totally disappointed. The pockets were sealed with really sticky, jelly-like glue and ripped when you opened them. It’ll end up in the trash at the end of the season.",TRUE,humor_entertainment
1647222613,1.0,Don’t waste your money. It’s not worth it,,Waste of time,TRUE,humor_entertainment
1647222613,1.0,Opened item I Believed I purchased as New,,"This product was not only used, it was an opened obvious return with a dissatisfied note from the previous buyer- that we didn’t find until my child had opened the gist for the holiday! Multiple pieces were missing and none of the items were in the pouches for them to even try to enjoy this gift. This was intended as a fun gift and ended as a huge disappointment.",TRUE,humor_entertainment
1647222613,1.0,DONT WASTE YOUR $$$,,Not worth the money at all!!!!,TRUE,humor_entertainment
1647222613,1.0,So disappointing,1.0,This was the most disappointing this I've gotten in a long time. I was so excited to get this and seriously got a mini book like 5 pages that is the hoildah armadillo and its just the script from the show. Its just very disappointing. Would never ever waste my money again.,TRUE,humor_entertainment
1647222613,1.0,Dont waste your money,1.0,Overpriced crappy prizes. I could have written quotes on colourful pieces of paper myself for free. I am extremely disappointed especially because i pre ordered ot in the summer.,TRUE,humor_entertainment
1647222613,1.0,Lame,,I get that this didn't cost a lot but basically you are getting gift tags everyday. Its not that fun or interesting. I would not get this again. Its very disappointing.,TRUE,humor_entertainment
1647222613,1.0,"Missing day #2, with two day #16!! Falling apart!!",,"Missing Day #2, Has two Day 16s!! Bought one for my sister and myself. Unfortunately hers is missing day #2 entirely, and she got two Day 16's. The item in what SHOULD have been in day 2 was also not right, (as it wasn't what I got in my actual day 2). Really disappointed that hers is messed up. Also, the days on mine are falling off. Definitely not made well. Bummed..",TRUE,humor_entertainment
1647222613,1.0,Crap....pure crap.,,"What a waste of money. There is nothing in this thing worth anything. Stickers, paper tags, quotes on cardboard.... I wasn't expecting super high quality stuff but damn...",TRUE,humor_entertainment
1647222613,1.0,Not a nice advent calendar.,1.0,Not a nice advent calendar. Pretty much sucks so far. I bought this advent for myself for the holiday season. Everything is made out of cheap material. Do not recommend.,TRUE,humor_entertainment
1647222613,1.0,Full of Junk,,"For Friends enthusiasts, this seems like a great gift but it is full of junk. Skip it.",FALSE,humor_entertainment
1647222613,1.0,Not worth the price AT ALL,,Super disappointed. Stickers and gift tags. Not worth $10 much less asking price.,TRUE,humor_entertainment
1647222613,1.0,Could it BE any more disappointing?,1.0,"I wanted to love it, but was really disappointed. I got one for my daughter and I and we were both unimpressed. The surprises are totally useless.",TRUE,humor_entertainment
1647222613,1.0,Disappointed,,Disappointed. Halfway through the 24 days and my favorite thing has been the post it notes. Bunch of little things that I dont know what to do with. Glad I only paid $18. Not worth more than that.,TRUE,humor_entertainment
1647222613,1.0,Waste of money!,,Don’t waste your money. I was initially so excited to open this calendar. It’s a bunch of card stock crap!! I don’t know how this product got more than a 1 star rating. It looks promising on the outside but NOPE! Unless you want a bunch of stickers and card stock ornaments that a 5yo could make..take your money elsewhere.,TRUE,humor_entertainment
1647222613,1.0,A REAL disappointment!!!,,"A real disappointment. If I could choose no stars, I would. Same thing over and over. Nothing new. Won't buy again.",TRUE,humor_entertainment
1647222613,1.0,"All paper prizes, waste of $",,"Waste of $ was all paper products. I’d rather buy the $1 store chocolate ones. Cute idea, but really stupid paper items inside.",TRUE,humor_entertainment
1647222613,1.0,Nope (Ross hand motions),,"this was not what i thought it would be. filled with lame items that were duplicated over and over again - post it notes, little cards, quotes - for $20 could have done something a little classier and less boring",TRUE,humor_entertainment
1647222613,1.0,Pass on this.,,All paper things that will end up in the garbage. HUGE disappointment.,TRUE,humor_entertainment
1647222613,1.0,"“Happy Birthday Jesus, hope you like crap.” -Norm Macdonald",,It’s ridiculous this advent calendar was nearly $20. Completely useless crap. The recipe card for Monica’s Christmas candy has to have been a joke — anyone who knows the show would realize that recipe bears no resemblance to her “little drops of heaven.” Very disappointing.,TRUE,humor_entertainment
1647222613,1.0,Disappointed,,This was highly disappointing. It was basically fluff. Save your money.,TRUE,humor_entertainment
1647222613,1.0,Huge disappointment!,,I got this on sale for $18 but it’s not even worth $5. Most of the stuff is paper which someone could easily make on a printer at home. Huge let down. Don’t waste your money. If you want a good one get the one at Hobby Lobby!,FALSE,humor_entertainment
1647222613,1.0,Not worth the money,,Very Lame....will not do again!!!!,TRUE,humor_entertainment
1647222613,1.0,Could this BE any more lame??,,"Disappointing. The majority of the items are just cards with dialogue from the show or paper name tags/ornaments. It still could have been fun, but the material was obviously chosen by someone who is not actually a fan of the show. Underwhelming, uninspired, and lazy.",TRUE,humor_entertainment
1647222613,1.0,Not worth the $$,,Total disappointment. All paper except a few tiny pins. More quality put into the advent calendar than the actual items you get each day. Don't buy.,TRUE,humor_entertainment
1647222613,1.0,Got it for my sister - she wants my money back,,"I got this for my sister, as she's a huge Friends fan. She literally wants me to get my money back.",TRUE,humor_entertainment
1647222613,1.0,Let down,,I opened all 25 days because I didn’t want to be disappointed every day for the next month. I mean the recipe cards are cool but over all it’s just a huge let down with cardboard quotes on it. They spent more on the packaging then anything in it.,TRUE,humor_entertainment
1647222613,1.0,Not worth it.,,"if you like stickers, and paper ornaments, this is for you! very disappointing",FALSE,humor_entertainment
1647222613,1.0,Buyer beware,,"If you want little paper ornaments, papers with catch phrases, a couple pins, and some post-its, this is for you! When I preordered this item months ago, unfortunately there were no reviews since it was brand new. I'm making a review to make sure 'you' are aware of what you're getting.",TRUE,humor_entertainment
1647222613,1.0,CHEAPLY MADE,,super crappy... don’t waste your money,TRUE,humor_entertainment
1647222613,1.0,Could I BE anymore disappointed???,,Literally the worst 25 bucks I've ever spent. Buy this and get useless paper products and endless Christmas gift tags for 25 days.,TRUE,humor_entertainment
1647222613,1.0,Don’t waste your money!,,"I ordered this Advent Calendar in the beginning of September and it was delivered the on November 29th.... it wasn’t worth the wait. There has only been cheap paper ornaments, a pin, a small recipe, friends quote cards, and (A LOT) gift tags. Such a waste of time waiting and not worth it. You’re better off getting a sock advent calendar from Target for $15, it’s much more exciting than this one.",TRUE,humor_entertainment
1647222613,1.0,TOTAL Disappointment!,,Terrible and cheap....just gift tags. Horrid. So disappointing.,TRUE,humor_entertainment
1647222613,1.0,Some days are empty!,,"This was terrible. I waited for it for months because it was such a hot commodity, and then when the person I gifted it to got it, three days were completely empty and everything else was primarily friends gift tags. I understand items have to be flat, but missing three days was ridiculous!",TRUE,humor_entertainment
1647222613,1.0,Very very DISAPPOINTING!,,Definitely not worth the price. It is just a bunch of cheap paper products. The idea was good but the execution was not there.,TRUE,humor_entertainment
1647222613,1.0,Not worth it,1.0,Saddest advent calendar ever... I ended up opening the whole thing as the first few days were all paper...minus one button... the paper could at least been laminated to make it last longer. Definitely dont buy not worth the money! You can print everything out yourself!!,TRUE,humor_entertainment
1647222613,1.0,Pointless!,,Not worth it. All pointless paper products. Very disappointed.,TRUE,humor_entertainment
1647222613,1.0,Garbage,,To say this advent calendar is garbage is an understatement. Literally $2 worth of product...if that. Absolute junk.,TRUE,humor_entertainment
1647222613,1.0,Not worth it,,"This was way overpriced for what you get. The calendar is filled with card stock and three tiny lapel pins. It’s worth maybe $5. As a huge fan of FRIENDS, I am very disappointed.",TRUE,humor_entertainment
1647222613,1.0,The one with all the cardboard!,2.0,"Wow what a joke. This advent calendar is filled with laminated paper ornaments. Nothing exciting or ""surprising"" about it. Bought it for my wife (she's a big fan), and I ended up opening half way through because she grew tired of the garbage this was producing.",TRUE,humor_entertainment
1647222613,1.0,The worst advent calendar ever,,"This advent calendar is the f*ing worst lol. I post me opening each day on Snapchat where my friends and I then toast how stupid these “gifts” are. I mean gift tags? If I use them then I lose my gift; and the “ornaments” HAHAHA I especially like the ones that are little books... not! I wish I hadn’t ordered this, but at least it is on brand for 2020",TRUE,humor_entertainment
1647222613,1.0,Waste of Money!!!,,I wish it was possible to give zero stars its all worthless garbage,TRUE,humor_entertainment
1647222613,1.0,Not worth the money,1.0,"I preordered this item and was left very disappointed. Sticky notes, gift tags, and some cheap card stock “ornaments” are not worth the $20 price.",TRUE,humor_entertainment
1647222613,1.0,Very disappointing - Not worth the money,,"I was excited to have this as something fun to look forward to each day before Christmas but after about Day 5 I was bored with it. So many repeats of things (gift tags, stickers, photo cards, buttons) so I kind of knew what to expect each day. I honestly can't do much with all these worthless items. I am sorry I purchased it.",TRUE,humor_entertainment
1647222613,1.0,Misleading and disappointing.,,This advent calendar is a real disappointment. It is full of gift tags and useless picture/cards. It is definitely NOT full of 'surprises' like it advertises. Don't waste your money.,TRUE,humor_entertainment
1647222613,1.0,So not worth it,,"For what you get in this advent calendar, it should be $5. Most of the days just have cards with quotes in them, gift tags, or cheap stickers. Such a waste of money.",TRUE,humor_entertainment
1647222613,1.0,Worst purchase ever,,"What a bunch of crap inside. Cheap paper 'ornaments' for your tree (mine went in the trash), a sticker here and there, photo cards from the show (as if I need those!). If I could get my money back I'd definitely ask for it. I was so excited about this and completely wasted $30!!",TRUE,humor_entertainment
1647222613,1.0,Not good,2.0,Not at all worth what I paid. Literally a bunch of paper. I ended up throwing over half of it away.,TRUE,humor_entertainment
1647222613,1.0,Don't waste your $ if you're a real Friends fan.,,"This is a horrible representation of the Friends merchandise. A majority of it is just cardboard, cartoon ornaments with quotes from the TV show. There's very little actual friends merchandise inside. The packaging is the only thing that even got one star from me. If I had been involved with the making of the show, I would be sorely disappointed that this was the first Friends advent calendar. There could have been so much that they had done with this calendar. We have been waiting for so long for this calendar to come out. I got a turkey lapel button for $0.70, they could have added that in very easily. Horrible!!",TRUE,humor_entertainment
1647222613,1.0,So disappointed!!,,"This calendar is such a disappointment, but I don't want to spoil what is included since its a surprise. Many days are the same and there was very little thought put into this. It could have been so much better, even trivia cards with answers revealed the next day would be fun. I ordered this months ahead of time because I was so excited, now more than half way through, it was a waste of my money!",TRUE,humor_entertainment
1647222613,1.0,Super Disappointing,,"I am big Friends fan and therefore, I was so excited for this advent calendar! However, as others have already pointed out, it's literally just some gift tags, stickers, a couple random recipe cards, some other cards that I don't get the point of, and a couple of cheap pins that will fall apart as soon as you try to pin them on something. After so much excitement and build-up, this was the biggest let down ever.",TRUE,humor_entertainment
1647222613,1.0,Waste,,Such a disappointment. Filled with trash,TRUE,humor_entertainment
1647222613,1.0,It's not good.,,"I was really excited and even bought one for my cousin for her secret santa gift, after opening a couple days, I am now too embarrassed to give it as a gift. It's mere pieces of paper and some stickers/notecards with quotes on it. I don't know who approved this as the official Friends advent calendar, but do not waste your money. It's not even close to worth the amount you will pay.",TRUE,humor_entertainment
1647222613,1.0,Not worth the money,,"Being a huge friends fan I was so looking forward to this calender! The exterior of calender itself is nice, but the daily gifts/surprises were cheap and a dissapointment. Not worth the money!",TRUE,humor_entertainment
1647222613,1.0,Do not buy,,I was so excited about this but it was horrible. Do not buy.,TRUE,humor_entertainment
1647222613,1.0,😑,,Not worth the price...wouldn't recommend,TRUE,humor_entertainment
1647222613,1.0,Horrible waste of money!,,"Very disappointing!! We haven’t opened it all yet, but nearly halfway through it’s been awful. It’s junk and definitely not worth the money, or the huge delay in shipping.",TRUE,humor_entertainment
1647222613,1.0,Not what I was expecting,,No what I was expecting. I preordered this before they were available and was so excited for it. The outside of it is probably the nicest part. Everything is made out of cardboard. I am highly disappointed.,TRUE,humor_entertainment
1647222613,1.0,Huge disappointment,,All paper products except for 3 pins. Huge disappointment. Not worth the money. Don’t waste your time and money on this.,FALSE,humor_entertainment
1647222613,1.0,Don’t waste your money.,1.0,Don’t waste your money. Items are cute but almost all if them (aside from 3 small buttons) are paper. I bought this when it was $18. It’s worth about $3. I also bought a generic how lifts sock advent calendar for $10. The sock advent calendar was awesome. This friends calendar is a ripoff.,TRUE,humor_entertainment
1647222613,1.0,Not worth it.,,Each “gift” is only show quotes or paper products like gift tags and stickers. Not great mementos.,TRUE,humor_entertainment
1647222613,1.0,All paper tags and stickers,,"This is super disappointing. It’s all paper products that are kind of lame. I was hoping for actual ornaments that were friends themed, not paper ornaments and gift tags. Don’t waste your money.",FALSE,humor_entertainment
1647222613,1.0,Would not purchase,,Not enough variety in the items.,TRUE,humor_entertainment
1647222613,1.0,Disappointed Also,,"Never would order this Advent Calendar ever again so cheap, Sorry I wasted my money",TRUE,humor_entertainment
1647222613,1.0,Don’t buy,,Waste of money,TRUE,humor_entertainment
1647222613,1.0,Awful,,"I was so excited to pre-order this and open it. It took months to come, and then I was sorely disappointed in the product. It was all paper things you could probably get at the dollar store. NOT WORTH THE MONEY!",TRUE,humor_entertainment
1647222613,1.0,Could i BE anymore disappointed??!?!?!,,"this was the biggest waste of money! it's all paper junk!!! fact cards, recipes and paper ""ornaments"" ? seriously? dont waste your money!! its like a middle school craft project from the liberace house of crap! it should be called the one with all the let downs!",TRUE,humor_entertainment
1647222613,1.0,"Not worth the money, a real letdown",,"Very disappointed. For $20 I expected more than some gift tags, chintzy paper ornaments and a handful of pins.",TRUE,humor_entertainment
1647222613,1.0,Save your $$$,,Really disappointed how cheap and really worthless the items included were.,TRUE,humor_entertainment
1647222613,1.0,Not enough bang for the buck,,It’s not good. Every day is a cheap piece of paper item (gift tag? Card stock ornament?) my kids said it seems like it was made by someone who hadn’t seen the show. Skip this one.,TRUE,humor_entertainment
1647222613,1.0,Not worth it,44.0,"If you want basically 20 stickers, 3 pins, and pointless pictures then by all means this advent calendar is for you. Nothing really of substance. Flatter than I imagined also because there’s nothing bulky in any of the days.",TRUE,humor_entertainment
1647222613,1.0,Not worth it,,Was not worth the money what so ever,TRUE,humor_entertainment
1647222613,1.0,Would not recommend,,"This was a waste of money. Most of the gifts were paper ornaments, pins, or gift tags. Buy yourself a quality advent calendar and skip this one.",TRUE,humor_entertainment
1647222613,1.0,"CHEAP, WORTHLESS ADVENT CALENDAR!!!!!!!",,"This was probably one of the WORST advent calendars i have EVER bought. As much as i paid for this AND as long as i waiting in advance for this and all the “amazing surprises” are awful. *spoiler alert* but the only things that have come out of this calendar is paper tags for presents, a button, and 1 recipe. How CHEAP can you get giving PAPER GIFT TAGS THAT HAS NOTHING TO DO WITH FRIENDS as a present in an advent calendar????? What’s even worse is we are only halfway through it and it’s already worthless!!! i bought not one but two of these as gifts and i couldn’t be unhappier with this. Wish i would have never bought this.",TRUE,humor_entertainment
1647222613,1.0,Not worth the money. Find something else.,,Not worth $20. The majority of the items in this calendar are gift tags. And all the other items are just crap! So disappointed.,TRUE,humor_entertainment
1647222613,1.0,A LOT of paper. Not worth your money. Superfan.,,Not worth all the hype and money for gift tags and a disgusting candy recipe. I would not waist your money.,TRUE,humor_entertainment
1647222613,1.0,Crappy advent calendar.,,Pretty crappy things in the calendar. How many gift tags will there wind up being ? And they aren’t even matching up with the label on the window.,TRUE,humor_entertainment
1647222613,1.0,Could this calendar BE any more lame?,,"Not worth the price. There are a few buttons, some stickers and paper ornaments, but mostly just paper cards with quotes or pictures. Nothing I will likely even keep once Christmas is over. For the amount of time I waited for this to actually be delivered (ordered in September, finally delivered around Thanksgiving), definitely not worth it. Spend your money on a different advent calendar.",TRUE,humor_entertainment
1647222613,1.0,Waste of paper!,,"Terrible! I knew they would be small but it’s mostly just pieces of paper, they aren’t even laminated or card stock. Do not recommend and would never buy again. If I could give 0 stars I would! Huge waste.",TRUE,humor_entertainment
1647222613,1.0,So sad,,It was all mainly gift tags. I can buy those on my own for way cheaper,TRUE,humor_entertainment
1647222613,1.0,Not worth it!,,"Not at all worth the money, very disappointing.",TRUE,humor_entertainment
1647222613,1.0,Save your money!!!,,"The outside, makes it look cool, but I am up to day 17 and all that I have gotten is a couple stickers about 1""x2"" , a itty bitty tiny pin about 1/2 inch wide of Marsel, a recipe, and a bunch of gift tags. Not sure what I was expecting but for the price, and the statement ""includes Friends trinkets ""... I guess maybe more than stickers and gift tags and a recipe for hot chocolate. Disappointed!!!",TRUE,humor_entertainment
1647222613,1.0,Huge disappointment!!,1.0,"Complete waste of money! Filled with little cardboard cutouts. The worst part is that I bought 3 (for me, my mom and my sister) The cover and little pouches are really well done but everything in the pouches, junk! My sons LEGO calendar was the same price and he has a pile of LEGO at the end of the month. Save your money! Even at the $25 sale price, still a rip off.",TRUE,humor_entertainment
